avg_duration_min,start_hour_str
42.37255191724363,Afternoon
75.3147494715061,Mid Morning
68.49510489831444,Mid Day
85.23837823560481,Evening
55.69431632982102,Early Afternoon
108.21430036089231,Nightime
52.57519173372635,Morning
